Und was ist so schwer daran dass du das machst?;0
Meintet ihr einen grünen Kandidaten?;1
Wie seht ihr das?;0
Kann man dir irgendwie helfen?;1
Der lebt noch?;1
Was muss ich ausgeben?;0
Bist du auch ein Spinnkrimi-Fan?;1
Welcher Typ hat ihm denn geflüstert, das die dort Arbeitenden weniger Stunden machen?;0
Hab ich deine taegliche Stimme?;1
Spielt RWE mit gezinkten Karten?;1
Soll ich nächstes Mal Karate Andi sagen?;1
Was hält uns davon ab?;0
"Hast du mal versucht es zu essen, oder steht ""Zum Verzehr nicht geeignet"" drauf?";0
"Wieso veröffentlicht ihr derart verantwortungslosen ""Journalismus""?";0
Welche Teams buchen am kommenden Wochenende die Finaltickets?;0
Kennt ihr das, wenn an einem Tag ausnahmsweise mal alles absolut perfekt läuft?;1
Die Erde ist eine Glocke?;1
Habt ihr das an euch selbst getestet?;1
Wird es unschöne Bilder geben?;1
Wofür bezahle ich denn?;0
Wo ist denn der Beitrag hin?;0
Welche Lebensmittel haben sie in ihre neuen Provinzen eingeführt?;0
Könnte ich dich bestechen mir welche mit zu bestellen?;1
Am Wochenende nichts vor?;1
Hilft das ein wenig weiter?;1
Welche Steuern werden zum Ausgleich gesenkt?;0
Welche Teams spielen denn?;0
Wie alt seid ihr?;0
Wer soll es denn machen?;0
Welcher ist das?;0
Welche Rolle spielt am POS die Verpackung?;0
In welcher Beziehung stehen Wissenschaft und Religion?;0
Wohin steuert die Gesellschaft?;0
Was ist schief gegangen?;0
Wie kann ich das ändern?;0
Gibt es eine Möglichkeit mein Datenvolumen für den Rest des Monats zu erhöhen?;1
Wie war das?;0
Verdient man dabei gut?;1
Das heißt du warst auch in Einzelzimmern mal?;1
Geht das nicht gegen den Datenschutz?;1
Hilft dir oder mir eine redundante Informationen weiter?;1
Darfs ein bisschen Lachen sein?;1
Warum konnte meine Mutter nicht noch 6 Tage warten mit der Geburt?;0
Man kann also mit einer notariell beglaubigten Urkunde einen Staat gründen?;1
Und du willst fett sein?;1
Und wie gedenkt sie bitte die Umweltbelastung auszugleichen?;0
Wie verrückt ist das denn?;0
Und was ist wenn die gar nicht gefunden werden wollen?;0
Wie wäre es denn mit Parken nach Gehör?;0
Wo sind unsere Visionen?;0
Welches Potenzial steckt in frei verwendbaren (Kultur-)Daten?;0
Handball nur noch für Linkshänder?;1
Warum ist es orange?;0
Gibt es etwas Trostloseres?;1
Zeigt ihr eigentlich auch die zweite Staffel von The Team?;1
